dados,data_inicio,data_fim,n_layers,method,acuracia
noticias_estadao,2014-05-30,2014-12-31,300,1,0.041666666666666664
noticias_estadao,2014-01-01,2014-12-31,300,1,0.16666666666666666
noticias_estadao,2014-05-30,2014-10-26,300,1,0.16666666666666666
noticias_estadao,2014-01-01,2014-10-26,300,1,0.125
noticias_estadao,2014-05-30,2014-12-31,400,1,0.041666666666666664
noticias_estadao,2014-01-01,2014-12-31,400,1,0.16666666666666666
noticias_estadao,2014-05-30,2014-10-26,400,1,0.08333333333333333
noticias_estadao,2014-01-01,2014-10-26,400,1,0.20833333333333334
