dados,data_inicio,data_fim,n_layers,acuracia
noticias_estadao,2014-05-30,2014-12-31,300,0.875
noticias_estadao,2014-01-01,2014-12-31,300,0.875
noticias_estadao,2014-05-30,2014-10-26,300,0.75
noticias_estadao,2014-01-01,2014-10-26,300,0.6666666666666666
noticias_estadao,2014-05-30,2014-12-31,400,0.8333333333333334
noticias_estadao,2014-01-01,2014-12-31,400,0.8333333333333334
noticias_estadao,2014-05-30,2014-10-26,400,0.75
noticias_estadao,2014-01-01,2014-10-26,400,0.7083333333333334
